diseaseLabel,disease,symptomsLabel,symptoms,treatmentLabel,treatment,differentFromLabel,differentFrom,riskLabel,risk,causeLabel,cause,diagnosisLabel,diagnosis,icd9,icd10,umls,mesh,nci,link,description,alsoKnownAs
konjuntibitis kroniko bakun,Q18558151, , , , , , , , , , , , ,372.11,H10.42,C0155146, , , , , 
Q18558166,Q18558166, , , , , , , , , , , , , , ,C1519001, ,C41430, , , 
Q18558167,Q18558167, , , , , , , , , , , , , , ,C0027438,D009302,C35723, , , 
Q18558177,Q18558177, , , , , , , , , , , , , , ,C1304514, ,C6483, , , 
Q18558187,Q18558187, , , , , , , , , , , , ,528.6,"K13.2,K13.21","C0023532,C1112530",D007972,C3187, , , 
Q18558196,Q18558196, , , , , , , , , , , , ,372.31, ,C0155152, , , , , 
Q18558197,Q18558197, , , , , , , , , , , , ,575.2,K82.0,C0156214, ,C78308, , , 
Q18558199,Q18558199, , , , , , , , , , , , ,379.24,"H43.3,H43.39","C0029872,C0155365", , , , , 
korneako ultzera zentral,Q18558256, , , , , , , , , , , , ,370.03,H16.01,C0155069, , , , , 
Q18558279,Q18558279, , ,Q900898,Q900898, , , , , , , , ,"094,094.9",A52.3,C0027927, ,C84935, , , 
Q18559423,Q18559423, , , , , , , , , , , , , , , , , , , , 
Q18573410,Q18573410,"Hipotentsio,Odoljario,Q178061","Q166019,Q178061,Q275419", , , , , , , , , , , , , , , , , , 
Q18589160,Q18589160, , , , , , , , , , , , , ,Q87.5,"C0344487,C1851710",C537878, , , , 
Q18604563,Q18604563, , , , , , , , , , , , ,287.33,M31.3,"C1268935,C1956258", ,C131657, , , 
Q18624162,Q18624162, , , , , , , , , , , , , , , , , , , , 
Q18652325,Q18652325, , , , , , , , , , , , , , ,C0269091, , , , , 
Q18912826,Q18912826, , , , , , , , , , ,Q580886,Q580886, , ,C1456574,D000070598, , , , 
Q18924544,Q18924544,"Azkura,Negel,Q3705665","Q199602,Q3705665,Q653197", , , , , , ,Mansonella streptocerca,Q4443892, , , , , , , , , , 
Q18928366,Q18928366, , , , , , , , , , , , , , ,C0270613, , , , , 
Q18966343,Q18966343, , , , , , , , , , , , ,295.5,F21, , ,C34759, , , 
Q18966766,Q18966766, , , , , , , , ,infekzio,Q166231, , , , , ,D016720, , , , 
Q18966851,Q18966851, , , , , , , , , , , , , , , ,D007077, , , , 
Q18966873,Q18966873, , , , , , , , , , , , , , ,C0029002,D015827,C34862, , , 
Q18966903,Q18966903,Q1276947,Q1276947, , , , , , , , , , , , , , , , , , 
Q18967011,Q18967011, , ,"Flukonazol,Q238490","Q238490,Q411478", , , , , , , , , , ,C0085436,D016919, , , , 
Q18967077,Q18967077, , , , , , , , , , , , , , , , , , , , 
Q18967342,Q18967342, , , , , , , , , , , , , , ,C1275231, ,C35874, , , 
Q18967417,Q18967417, , ,Q238490,Q238490, , , , , , , , , , ,C0276688, ,C35361, , , 
Q18967499,Q18967499, , , , , , , , , , , , , , , ,D007579, , , , 
Q18967534,Q18967534, , , , , , , , ,Reobirus,Q910576, , , , , ,D012088, , , , 
Q18968050,Q18968050, , , , , , , , , , , , , , ,C3714739,D018301,C3786, , , 
Q18968076,Q18968076, , , , , , , , , , , , , , ,C0206712,D018298, , , , 
Q18968172,Q18968172, , , , , , , , ,infekzio,Q166231, , , , , ,D018178, , , , 
Q18968218,Q18968218, , , , , , , , , , , , , , , ,D007232,C35095, , , 
Q18971506,Q18971506, , , , , , , , , , , , , , ,C0272315, ,C27215, , , 
Q18971615,Q18971615, , , , , , , , ,Q2076733,Q2076733, , , , ,C0343372, , , , , 
Q18975177,Q18975177, , , , , , , , ,infekzio,Q166231, , , , , ,D016770, , , , 
Q18975291,Q18975291, , , , , , , , , , , , , , ,C0334277, ,C4124, , , 
Q18975322,Q18975322, , , , , , , , ,infekzio,Q166231, , , , , ,D000151, , , , 
Q18975331,Q18975331, , , , , , , , ,infekzio,Q166231, , , , , ,D009180, , , , 
Q18975456,Q18975456, , , , , , , , , , , , , , , , ,C3996, , , 
Q18975594,Q18975594, , , , , , , , , , , , , , , ,D007228, , , , 
Q18975647,Q18975647, , , , , , , , , , , , , ,C71.6,C0751291, ,C4956, , , 
Q18975697,Q18975697, , , , , , , , , , , , , , , ,D011596, , , , 
Q18975722,Q18975722, , , , , , , , ,infekzio,Q166231, , , , ,C0206607,D018176, , , , 
Q18975855,Q18975855, , ,"Ipilimumab,Q13896859,Q15708292,Q3011604,Q413299,Q423111,Q423762,Q425088,Q7041828,Q7833138","Q13896859,Q15708292,Q2459042,Q3011604,Q413299,Q423111,Q423762,Q425088,Q7041828,Q7833138", , , , , , , , , , ,C0860594, ,C8925, , , 
Q18975915,Q18975915, , , , , , , , , , , , ,239.89, ,C0018671,D006258,C3077, , , 
Q18976000,Q18976000, , , , , , , , , , , , , , , ,D002287, , , , 
Q19000401,Q19000401, , , , ,Q893408,Q893408, , ,infekzio,Q166231, , , , , ,D001882, , , , 
Q19000425,Q19000425, , , , , , , , , , , , , , , ,D010534,C3322, , , 
Q19000438,Q19000438, , , , , , , , , , , , , , ,C0221287, ,C3828, , , 
Q19000444,Q19000444,Haluzinazio,Q130741,"Lorazepam,Q152763,Q1747559,Q319877,Q402633,Q408432,Q408471,Q409236,Q409595,Q409672,Q411457,Q412194,Q413918,Q414796,Q416632,Q416791,Q418361,Q420885,Q421304,Q421930,Q422112,Q422244,Q423288,Q423498,Q423757,Q58356,Q58397,Q58713,Q61387,Q834280,Q898407,Sertralina,imipramina","Q152763,Q1747559,Q319877,Q402633,Q407617,Q408265,Q408432,Q408471,Q409236,Q409595,Q409672,Q411457,Q412194,Q413918,Q414796,Q416632,Q416791,Q418361,Q420885,Q421304,Q421930,Q422112,Q422244,Q423288,Q423498,Q423757,Q58356,Q58396,Q58397,Q58713,Q61387,Q834280,Q898407", , ,Q662860,Q662860, , , , , ,"F34.1,F48.9","C0011579,C0027932,C0282126",D009497,"C34533,C34848,C35369", , , 
Q19000482,Q19000482, , , , , , , , ,infekzio,Q166231, , , , , ,D019349, , , , 
Q19000504,Q19000504, , , , , , , , ,Q135523,Q135523, , , , ,C1335113, ,C27769, , , 
Q19000508,Q19000508, , , , , , , , , , , , , , ,C0855057, ,C8814, , , 
Q19000613,Q19000613, , , , , , , , , , , , , , ,C0242006, ,C27701, , , 
Q19000730,Q19000730, , , , , , , , , , , , , , , , , , , , 
Q19000785,Q19000785, , , , , , , , , , , , , ,"C16.0,C16.1,C16.2,C16.3,C16.4,C16.5,C16.6,C16.8",C1336858, ,C5476, , , 
Q19000797,Q19000797, , , , , , , , , , , , , , , , ,C8795, , , 
Q19000802,Q19000802, , , , , , , , , , , , , , , , ,C27372, , , 
Q19000832,Q19000832, , ,Q3611854,Q3611854, , , , , , , , , , , ,C538559,C3992, , , 
Q19000836,Q19000836, , , , , , , , , , , , , , , , ,C7955, , , 
Q19000841,Q19000841, , , , , , , , , , , , , , ,"C0235754,C1384678", ,"C3842,C39858", , , 
Q19000862,Q19000862, , , , , , , , , , , , , , ,C0238461,D065646,C3878, , , 
Q19000896,Q19000896, , , , , , , , , , , , , , , , ,"C7087,C9097", , , 
Q19000915,Q19000915, , , , , , , , , , , , , ,C71.9,C0431108, ,C6959, , , 
Q19000986,Q19000986, , , , , , , , , , , , , , , , ,C27677, , , 
Q19001031,Q19001031, , , , , , , , , , , , , , , , ,"C27695,C27696", , , 
Q19001172,Q19001172, , , , , , , , , , , , , , , , , , , , 
Q19001414,Q19001414, , , , , , , , , , , , ,298.4, ,C0152126, , , , , 
Q19121038,Q19121038, , , , , , , , , , , , , ,D84.1, , , , , , 
eztarriko trabamendu,Q19275831,Q5283089,Q5283089, , , , , , , , , , , , ,C0008301, ,C50494,https://eu.wikipedia.org/wiki/Eztarriko_trabamendu, , 
Q19521583,Q19521583, , , , , , , , , , , , , , , , , , , , 
Q19563983,Q19563983, , , , , , , , , , , , , , , , , , , , 
Q19596346,Q19596346, , , , , , , , , , , , , , , , , , , , 
Q19597369,Q19597369, , ,"Amikazina,Anpizilina,Oxitetraziklina,Q1050019,Q1052672,Q1082945,Q1453445,Q15646788,Q163901,Q1639595,Q1639616,Q1758380,Q207442,Q20817140,Q2319020,Q2325775,Q2353907,Q2365016,Q2467555,Q2552927,Q2555060,Q2601530,Q2601832,Q2602246,Q2736402,Q3231623,Q3307752,Q3664175,Q3976824,Q411447,Q415167,Q415336,Q415739,Q417897,Q418546,Q419521,Q421951,Q422669,Q424193,Q424940,Q549803,Q7636169,Q976559,Sulfametoxazol,Tetraziklina,Zeftazidima,Ziprofloxazino,amoxizilina,doxiziklina,gentamizina,zefalexina,zefalotina,zefotaxima,zeftriaxona,zefuroxima","Q1050019,Q1052672,Q1082945,Q1453445,Q15646788,Q163901,Q1639595,Q1639616,Q1758380,Q193045,Q201928,Q207442,Q20817140,Q2319020,Q2325775,Q2353907,Q2365016,Q244150,Q2467555,Q2552927,Q2555060,Q256602,Q2601530,Q2601832,Q2602246,Q2736126,Q2736402,Q3231623,Q3307752,Q3664175,Q3976824,Q408529,Q411417,Q411447,Q411646,Q413728,Q415167,Q415336,Q415739,Q415843,Q417897,Q417968,Q418546,Q419521,Q421713,Q421951,Q422442,Q422482,Q422669,Q424193,Q424940,Q549803,Q7636169,Q808845,Q976559", , , , ,infekzio,Q166231, , ,041.85, , ,D016905, , , , 
Q19597605,Q19597605, , , , , , , , ,Q1818260,Q1818260, , , , ,C0271178, , , , , 
Q19772377,Q19772377, , , , , , , , , , , , , , , , , , , , 
Q19843148,Q19843148, , , , , , , , , , ,Q7433021,Q7433021, , ,C1263993, , , , , 
Q19972185,Q19972185, , , , , , , , ,anexitis,Q558070, , , , ,C0041343, , , , , 
Q55780723,Q55780723, , , , , , , , , , , , , ,Q87.1,"C1851081,C2931545", , , , , 
Q55780798,Q55780798, , , , , , , , , , , , , , ,C1842025,C564232, , , , 
Q55780823,Q55780823, , , , , , , , , , , , , ,Q87.8,C1841853,C535986, , , , 
Q55780832,Q55780832, , , , , , , , , , , , , ,Q87.5,C1841835,C537293, , , , 
Q55780845,Q55780845, , , , , , , , , , , , , ,Q84.2,C1841696,C535618, , , , 
Q55780856,Q55780856, , , , , , , , , , , , , ,D18.0,C0472694,C538144, , , , 
Q55780948,Q55780948, , , , , , , , , , , , , ,Q87.8,"C0795976,C3149452",C536705, , , , 
Q55781095,Q55781095, , , , , , , , , , , , , ,Q87.8,C1840335,C537155, , , , 
Q55781178,Q55781178, , , , , , , , , , , , , , ,C1835488,C537006, , , , 
Q55781186,Q55781186, , , , , , , , , , , , , ,Q18.8,C1835396, , , , , 
Q55781221,Q55781221, , , , , , , , , , , , , ,Q75.8,C1835030,C563592, , , , 
Q55781233,Q55781233, , , , , , , , , , , , , ,Q15.8,C1834935,C537552, , , , 
Q55781257,Q55781257, , , , , , , , , , , , , , ,C1834581,C563550, , , , 
Q55781295,Q55781295, , , , , , , , , , , , , ,Q87.8,C1834038,C563509, , , , 
Q55781304,Q55781304, , , , , , , , , , , , , ,Q87.8,C1833872,C563501, , , , 
Q55781307,Q55781307, , , , , , , , , , , , , , ,C1833835,C563498, , , , 
Q55781309,Q55781309, , , , , , , , , , , , , , ,C1833830,C563496, , , , 
Q55781321,Q55781321, , , , , , , , , , , , , ,Q78.2,C0432264,C537792, , , , 
Q55781329,Q55781329, , , , , , , , , , , , , , ,C2674695, , , , , 
Q55781333,Q55781333, , , , , , , , , , , , , ,Q10.3,C1868660,C538338, , , , 
Q55781346,Q55781346, , , , , , , , , , , , , ,Q74.1,C1868577,C535568, , , , 
Q55781352,Q55781352, , , , , , , , , , , , , ,Q87.5,C1868508,C566811, , , , 
Q55781386,Q55781386, , , , , , , , , , , , , ,Q69.1,"C1395852,C1846474,C1868116",C536332, , , , 
Q55781388,Q55781388, , , , , , , , , , , , , ,Q69.0,C1868113,C566784, , , , 
Q55781397,Q55781397, , , , , , , , , , , , , ,Q70.4,C1867999,C566773, , , , 
Q55781401,Q55781401, , , , , , , , , , , , , ,Q73.8,C1867924,C566767, , , , 
Q55781410,Q55781410, , , , , , , , , , , , ,759.89, ,C1261128,C536422, , , , 
Q55781423,Q55781423, , , , , , , , , , , , , ,Q87.8,C1867443,C535844, , , , 
Q55781440,Q55781440, , , , , , , , , , , , , , ,"C1867396,C2931146",C536267, , , , 
Q55781445,Q55781445, , , , , , , , , , , , , ,Q99.8,C0795822,C535296, , , , 
Q55781460,Q55781460, , , , , , , , , , , , ,759.89,Q87.8,C0265248,C579395, , , , 
Q55781464,Q55781464, , , , , , , , , , , , , ,Q87.2,C1867021,C536622, , , , 
Q55781471,Q55781471, , , , , , , , , , , , , ,Q87.0,C1866962,C537339, , , , 
Q55781473,Q55781473, , , , , , , , , , , , , ,Q79.2,C1866958,C537329, , , , 
Q55781487,Q55781487, , , , , , , , , , , , , ,Q87.0,"C1866802,C2931119", , , , , 
Q55781495,Q55781495, , , , , , , , , , , , , ,Q87.8,C1866745,C537318, , , , 
Q55781500,Q55781500, , , , , , , , , , , , , ,Q87.0,"C1866741,C3489790", , , , , 
Q55781501,Q55781501, , , , , , , , , , , , , ,Q87.8,C1866739,C566662, , , , 
Q55781503,Q55781503, , , , , , , , , , , , , ,Q77.7,C1866728,C535783, , , , 
Q55781509,Q55781509, , , , , , , , , , , , , ,Q77.8,C1866688,C535794, , , , 
Q55781510,Q55781510, , , , , , , , , , , , , ,Q77.8,C0432221,C535793, , , , 
Q55781512,Q55781512, , , , , , , , , , , , , ,L72.2,C1866650,C537487, , , , 
Q55781526,Q55781526, , , , , , , , , , , , , ,Q70.9,C1861401,C566099, , , , 
Q55781527,Q55781527, , , , , , , , , , , , , ,Q74.8,C1861391,C566098, , , , 
Q55781528,Q55781528, , , , , , , , , , , , , , ,C1861347,C566091, , , , 
Q55781542,Q55781542, , , , , , , , , , , , , ,Q73.8,C1861233,C566066, , , , 
Q55781547,Q55781547, , , , , , , , , , , , , ,Q77.2,"C1861196,C1861197",C536517, , , , 
Q55781552,Q55781552, , , , , , , , , , , , , , ,"C1861168,C2931366","C536904,C566054", , , , 
Q55781581,Q55781581, , , , , , , , , , , , , ,Q74.8,C1860805,C536619, , , , 
Q55781582,Q55781582, , , , , , , , , , , , , ,Q74.8,"C1860804,C2930940","C535585,C536564", , , , 
Q55781584,Q55781584, , , , , , , , , , , , , ,Q74.0,C1860773,C566022, , , , 
Q55781589,Q55781589, , , , , , , , , , , , , ,Q78.5,C1860615,C536935, , , , 
Q55781590,Q55781590, , , , , , , , , , , , , ,Q82.4,C1860605,C536576, , , , 
Q55781605,Q55781605, , , , , , , , , , , , , ,Q87.5,C1860464,C536344, , , , 
Q55781623,Q55781623, , , , , , , , , , , , , ,Q87.8,C0796125,C563111, , , , 
Q55781627,Q55781627, , , , , , , , , , , , , ,Q87.8,C1860166,C535665, , , , 
Q55781628,Q55781628, , , , , , , , , , , , , ,Q87.0,C0265303,C537287, , , , 
Q55781629,Q55781629, , , , , , , , , , , , , ,E27.1,C1859978,C565976, , , , 
Q55781634,Q55781634, , , , , , , , , , , , , ,Q87.8,C1859967,C537018, , , , 
Q55781635,Q55781635, , , , , , , , , , , , , ,Q75.8,C1859964,C535967, , , , 
Q55781636,Q55781636, , , , , , , , , , , , ,275.49,E20.1,"C0271870,C2932717",C548077, , , , 
Q55781637,Q55781637, , , , , , , , , , , , , ,Q87.8,C1859910,C537322, , , , 
Q55781671,Q55781671, , , , , , , , , , , , , , ,C1859710,C535883, , , , 
Q55781682,Q55781682, , , , , , , , , , , , , ,Q87.8,C1859591,C565923, , , , 
Q55781685,Q55781685, , , , , , , , , , , , , ,Q87.8,C1859526,C537668, , , , 
Q55781694,Q55781694, , , , , , , , , , , , , ,Q77.8,C1859407,C565896, , , , 
Q55781695,Q55781695, , , , , , , , , , , , ,733.29, ,C0432239,C538128, , , , 
Q55781696,Q55781696, , , , , , , , , , , , , ,"Q68.3,Q68.4,Q68.5,Q68.8","C1096546,C1859394", , , , , 
Q55781698,Q55781698, , , , , , , , , , , , , ,Q87.5,C1859385,C565893, , , , 
Q55781699,Q55781699,Q622427,Q622427, , , , , , , , , , , ,Q87.8,"C0809936,C1859384",C537084, , , , 
Q55782144,Q55782144, , , , , , , , , , , , , ,Q87.8,C0796088,C537388, , , , 
Q55782158,Q55782158, , , , , , , , , , , , , , ,C1850332,C564934, , , , 
Q55782160,Q55782160, , , , , , , , , , , , , ,Q82.4,"C0796093,C1275074",C537742, , , , 
Q55782162,Q55782162, , , , , , , , , , , , , ,Q87.2,C1850320,C564931, , , , 
Q55782174,Q55782174, , , , , , , , , , , , , , ,C1850268,C536272, , , , 
Q55782178,Q55782178, , , , , , , , , , , , , ,Q78.0,C1850184,C537558, , , , 
Q55782179,Q55782179, , , , , , , , , , , , , , ,C1850143,C536052, , , , 
Q55782182,Q55782182, , , , , , , , , , , , , , ,C1850140,C537706, , , , 
Q55782183,Q55782183, , , , , , , , , , , , ,759.89,Q87.5,"C1850105,C2711794",C564912, , , , 
Q55782185,Q55782185, , , , , , , , , , , , , , ,C1850103,C538094, , , , 
Q55782201,Q55782201, , , , , , , , , , , , , ,Q87.1,C1849929,C537889, , , , 
Q55782202,Q55782202, , , , , , , , , , , , , ,Q87.8,C1849928,C538357, , , , 
Q55782209,Q55782209, , , , , , , , , , , , , , ,C1849805,C535763, , , , 
Q55782220,Q55782220, , , , , , , , , , , , , , ,C3550661, , , , , 
Q55782221,Q55782221, , , , , , , , , , , , , ,Q87.2,C1849732,C564880, , , , 
Q55782226,Q55782226, , , , , , , , , , , , , ,Q87.8,C1849719,C564875, , , , 
Q55782235,Q55782235, , , , , , , , , , , , , ,Q56.2,C1849696,C564869, , , , 
Q55782251,Q55782251, , , , , , , , , , , , , ,Q78.8,C1849523,C536251, , , , 
Q55782257,Q55782257, , , , , , , , , , , , , ,Q87.8,"C1849470,C2931776","C538217,C564856", , , , 
Q55782263,Q55782263, , , , , , , , , , , , , ,Q87.8,C1849432,C564849, , , , 
Q55782294,Q55782294, , , , , , , , , , , , , ,Q87.1,C1849382,C537611, , , , 
Q55782299,Q55782299, , , , , , , , , , , , , ,Q78.8,C0265292, , , , , 
Q55782323,Q55782323, , , , , , , , , , , , , ,G11.8,C1849088,C564802, , , , 
Q55782325,Q55782325, , , , , , , , , , , , , ,Q87.8,C1849069,C564799, , , , 
Q55782326,Q55782326, , , , , , , , , , , , ,756.9,Q77.7,C0432222,C535782, , , , 
Q55782327,Q55782327, , , , , , , , , , , , , ,Q77.7,C1849053,C564796, , , , 
Q55782329,Q55782329, , , , , , , , , , , , , ,Q77.7,C0432213,C562958, , , , 
Q55782335,Q55782335, , , , , , , , , , , , , ,Q82.0,C1802405,C538142, , , , 
Q55782337,Q55782337, , , , , , , , , , , , , , ,C1848932,C564788, , , , 
Q55782339,Q55782339, , , , , , , , , , , , , , ,C1848909,C536945, , , , 
Q55782341,Q55782341, , , , , , , , , , , , , , ,"C1848903,C2931509","C536952,C537496", , , , 
Q55782348,Q55782348, , , , , , , , , , , , , ,Q77.2,"C1848863,C2931227", , , , , 
Q55782352,Q55782352, , , , , , , , , , , , , ,Q87.8,C1848816,C564769, , , , 
Q55782355,Q55782355, , , , , , , , , , , , , , ,C1848813,C536908, , , , 
Q55782356,Q55782356, , , , , , , , , , , , , ,Q87.8,C1848812,C536907, , , , 
Q55782367,Q55782367, , , , , , , , , , , , , , ,"C1848744,C3279457,C3502453",C564760, , , , 
Q55782368,Q55782368, , , , , , , , , , , , , ,Q87.0,C1848743,C564759, , , , 
Q55782375,Q55782375, , , , , , , , , , , , , ,Q87.2,"C1848650,C2931370","C536934,C564757", , , , 
Q55782390,Q55782390, , , , , , , , , , , , , ,Q22.6,C1848587,C535682, , , , 
Q55782398,Q55782398, , , , , , , , , , , , , , ,C1848470,C536699, , , , 
Q55782399,Q55782399,Q567852,Q567852, , , , , , , , , , , ,Q87.8,C1848463,C536700, , , , 
Q55782401,Q55782401, , , , , , , , , , , , , ,Q87.0,C1848439,C537448, , , , 
Q55782413,Q55782413, , , , , , , , , , , , , , ,C1848171,C537921, , , , 
Q55782429,Q55782429, , , , , , , , , , , , , , ,C1846169,C564561, , , , 
Q55782430,Q55782430, , , , , , , , , , , , , ,Q77.7,C1846148,C536671, , , , 
Q55782449,Q55782449, , , , , , , , , , , , , ,Q87.8,C1845450,C564510, , , , 
Q55782482,Q55782482, , , , , , , , , , , , , , ,C2749007,C567580, , , , 
Q55782493,Q55782493, , , , , , , , , , , , , ,Q87.8,C3275487, , , , , 
Q55782495,Q55782495, , , , , , , , , , , , , ,Q99.8,C3275521, , , , , 
Q55782513,Q55782513, , , , , , , , , , , , , ,Q87.8,C1866985, , , , , 
Q55782515,Q55782515, , , , , , , , , , , , , , ,C4311049, ,C177544, , , 
Q55782525,Q55782525, , , , , , , , , , , , , , ,C4310810, , , , , 
Q55782531,Q55782531, , , , , , , , , , , , , ,Q11.2,C1844948,C564457, , , , 
Q55782541,Q55782541, , , , , , , , , , , , , ,Q42.9,C0266190,C562562,C101024, , , 
Q55782559,Q55782559, , , , , , , , , , , , , ,Q04.2,C1844016,C564409, , , , 
Q55782562,Q55782562, , , , , , , , , , , , , ,Q87.8,"C1843994,C2931285", , , , , 
Q55782585,Q55782585, , , , , , , , , , , , , ,G82.1,C2745996,C537058, , , , 
Q55782587,Q55782587, , , , , , , , , , , , , ,Q87.5,C1839729,C564101, , , , 
Q55782619,Q55782619, , , , , , , , , , , , , ,Q77.8,C0796172,C563124, , , , 
Q55782717,Q55782717, , , , , , , , , , , , , ,G71.3,C1839028,C564026, , , , 
Q55782721,Q55782721, , , , , , , , , , , , , ,G71.3,C3151898, , , , , 
Q55782726,Q55782726, , , , , , , , , , , , , ,K59.1,C1838912,C564019, , , , 
Q55782728,Q55782728, , , , , , , , , , , , , ,G71.3,C1838876,C564017, , , , 
Q55782751,Q55782751, , , , , , , , , , , , , ,Q87.8,C3151959, , , , , 
Q55782818,Q55782818, , , , , , , , , , , , , ,Q56.3,"C1838611,C2931233", , , , , 
Q55782819,Q55782819, , , , , , , , , , , , , ,Q87.8,C1838606,C563994, , , , 
Q55781700,Q55781700, , , , , , , , , , , , , ,Q87.8,C0796282,C537959, , , , 
Q55781701,Q55781701, , , , , , , , , , , , , ,Q87.8,C1859371,C537966, , , , 
Q55781702,Q55781702, , , , , , , , , , , , , ,Q87.1,"C1859359,C2931679",C537970, , , , 
Q55781704,Q55781704, , , , , , , , , , , , , ,Q87.1,"C2673861,C2931680","C537971,C567138", , , , 
Q55781717,Q55781717, , , , , , , , , , , , , ,Q87.2,C1859327,C535850, , , , 
Q55781720,Q55781720, , , , , , , , , , , , , ,"Q82.8,Q84.0",C1859316,C535336, , , , 
Q55781721,Q55781721, , , , , , , , , , , , , , ,C1859315,C538281, , , , 
Q55781727,Q55781727, , , , , , , , , , , , , ,G11.1,C1859306,C535350, , , , 
Q55781731,Q55781731, , , , , , , , , , , , , ,Q87.8,C1859301,C535353, , , , 
Q55781757,Q55781757, , , , , , , , , , , , , ,Q87.8,C1859081,C565844, , , , 
Q55781769,Q55781769, , , , , , , , , , , , , , ,C1857568,C565674, , , , 
Q55781775,Q55781775, , , , , , , , , , , , , ,Q87.0,C1857511,C536455, , , , 
Q55781778,Q55781778, , , , , , , , , , , , , ,Q87.2,C1857492,C565665, , , , 
Q55781798,Q55781798, , , , , , , , , , , , , ,Q87.8,C1857352,C535985, , , , 
Q55781799,Q55781799, , , , , , , , , , , , , ,Q87.8,C1857351,C535771, , , , 
Q55781805,Q55781805, , , , , , , , , , , , , , ,C1857340,C535993, , , , 
Q55781814,Q55781814, , , , , , , , , , , , , , ,C1857301,C535373, , , , 
Q55781824,Q55781824, , , , , , , , , , , , , , ,C1857227,C565619, , , , 
Q55781826,Q55781826, , , , , , , , , , , , , ,Q87.8,C1857226,C565618, , , , 
Q55781841,Q55781841, , , , , , , , , , , , ,756.59,Q77.7,C0432209,C537999, , , , 
Q55781846,Q55781846, , , , , , , , , , , , , ,Q87.8,C1857053,C565605, , , , 
Q55781860,Q55781860, , , , , , , , , , , , , ,Q04.8,C1856973,C565594, , , , 
Q55781865,Q55781865, , , , , , , , , , , , , ,Q81.8,C1856969,C535492, , , , 
Q55781873,Q55781873, , , , , , , , , , , , , ,G40.8,C1856929,C535497, , , , 
Q55781881,Q55781881, , , , , , , , , , , , , , ,C1856896,C536383, , , , 
Q55781884,Q55781884, , , , , , , , , , , , , ,Q87.8,"C1856892,C2931219", , , , , 
Q55781885,Q55781885, , , , , , , , , , , , , ,Q87.8,C1856891,C565578, , , , 
Q55781889,Q55781889, , , , , , , , , , , , , ,Q87.8,C1856871, , , , , 
Q55781891,Q55781891, , , , , , , , , , , , , ,Q87.0,C1856761,C565567, , , , 
Q55781892,Q55781892, , , , , , , , , , , , , ,Q87.8,C1856727,C537226, , , , 
Q55781900,Q55781900, , , , , , , , , , , , , ,Q75.8,"C1856687,C2931720",C538063, , , , 
Q55781918,Q55781918, , , , , , , , , , , , , ,Q99.1,C1856272,C565536, , , , 
Q55781926,Q55781926, , , , , , , , , , , , , ,Q87.8,C1856198,C535623, , , , 
Q55781927,Q55781927, , , , , , , , , , , , , ,Q74.2,C1856197,C536885, , , , 
Q55781943,Q55781943, , , , , , , , , , , , , , ,C1968717,C566888, , , , 
Q55781946,Q55781946, , , , , , , , , , , , , ,Q87.8,C1856052,C535406, , , , 
Q55781947,Q55781947, , , , , , , , , , , , , ,Q87.8,C1856051,C535770, , , , 
Q55781959,Q55781959, , , , , , , , , , , , , ,"M88.0,M88.8,M88.9",C0268414,C537701,C131861, , , 
